# RuneScape950 cache items ID/name list
# Generated UTC: 2026-09-16T23:32:13.260262200Z
# Source cache: C:\Games\950OpenSource\cache
# Index 19; definitions=63414; named=57837; unnamed=5577; errors=0
# Reference table SHA-256: ff1d2e2e9bb3e2a488bd0e475b957bdbea5276625d4489d64cb5618bf8f014c6
# All actual reference-defined IDs are included. <unnamed> means no display name; errors are reported, never guessed.
# Names come from this950 cache. Items resolve cache template names; conditional NPC/object transforms depend on game state.
# UTF-8, tab-separated; literal tabs/newlines inside names are escaped.
ID	Name	Details
53154	Umbral chest refund	bound; base=53153
53155	3x umbral chest	
53156	3x umbral chest	bound; base=53155
53157	3x umbral chest refund	
53158	3x umbral chest refund	bound; base=53157
53159	Crown of Loyalty XI	
53160	Crown of Loyalty XI	bound; base=53159
53161	Crown of Loyalty XII	
53162	Crown of Loyalty XII	bound; base=53161
53163	Crown of Loyalty XIII	
53164	Crown of Loyalty XIII	bound; base=53163
53165	Crown of Loyalty XIV	
53166	Crown of Loyalty XIV	bound; base=53165
53167	Crown of Loyalty XV	
53168	Crown of Loyalty XV	bound; base=53167
53169	Ilujankan Traveller's Staff	
53170	Ilujankan Traveller's Wand	
53171	Ilujankan Traveller's Scroll	
53172	Ilujankan Traveller's Chakram	
53173	Ilujankan Traveller's Off-Hand Chakram	
53174	Ilujankan Traveller's Bow	
53175	Ilujankan Fighter's Scimitar	
53176	Ilujankan Fighter's Off-Hand Scimitar	
53177	Ilujankan Fighter's Cleaver	
53178	Ilujankan Fighter's Maul	
53179	Ilujankan Fighter's Off-Hand Maul	
53180	Ilujankan Fighter's Spear	
53181	Ilujankan Fighter's Claw	
53182	Ilujankan Fighter's Off-Hand Claw	
53183	Ilujankan Traveller's Robe Top	
53184	Ilujankan Traveller's Robe Bottom	
53185	Ilujankan Traveller's Boots	
53186	Ilujankan Fighter's Headpiece	
53187	Ilujankan Fighter's Toga Top	
53188	Ilujankan Fighter's Toga Bottom	
53189	Ilujankan Fighter's Legwraps	
53190	Pondkeeper's pole	
53191	Craftmaster's fletching knife	
53192	Plantkeeper's vial	
53193	George	
53194	George	
53195	Morena	
53196	Morena	
53197	Silun	
53198	Silun	
53199	Ilu	
53200	Ilu	
53201	Akash	
53202	Akash	
53203	Band of Iaia	
53204	Redcane	
53205	Redcane medley	
53206	Rainbow Dust	
53207	'Rainbow' title scroll	
53208	'Rainbow' title scroll	noted; base=53207
53209	Rainbow glasses	
53210	Rainbow glasses	noted; base=53209
53211	Rainbow glasses	lent; base=53209
53212	Key instructions	
53213	Chain of keys	
53214	Diagnostic Sanitarium Manual, Fifth Edition	
53215	Break Curse scroll	
53216	Syringe	
53217	Syringe of Chthonian blood	
53218	Nabor's journal	
53219	SIPD Medication Testing, Phase 1	
53220	SIPD Medication Testing, Phase 2	
53221	Experimental potion #1	
53222	Experimental potion #2	
53223	Experimental potion #3	
53224	Experimental potion #4	
53225	Experimental potion #5	
53226	Experimental potion #6	
53227	Experimental potion #7	
53228	Experimental potion #8	
53229	Experimental potion #9	
53230	Dud concoction	
53231	SIPD cure	
53232	Vial of vile water	
53233	Cultist robe top	
53234	Cultist robe bottom	
53235	Cultist robe hood	
53236	Spare cultist robes	
53237	Cast iron key	
53238	Energy scanner	
53239	Guide to Guthixian Runes	
53240	Crate of birds	
53241	Me?	
53242	Stone circle building kit	
53243	Guthixian energy	
53244	A	
53245	B	
53246	C	
53247	D	
53248	E	
53249	F	
53250	G	
53251	H	
53252	I	
53253	J	
53254	K	
53255	L	
53256	M	
53257	N	
53258	O	
53259	P	
53260	Q	
53261	R	
53262	S	
53263	T	
53264	U	
53265	V	
53266	W	
53267	X	
53268	Y	
53269	Z	
53270	Divination XP lamp	
53271	Magic XP lamp	
53272	Ring of the Abyss	
53273	Order of Dis hood	
53274	Order of Dis robe top	
53275	Order of Dis robe bottom	
53276	Order of Dis gloves	
53277	Order of Dis shoes	
53278	Chaos die reroll token	
53279	Chaos Die reroll token	
53280	Prime Gaming package	
53281	Prime Gaming package	bound; base=53280
53282	Prime Gaming package	
53283	Prime Gaming package	bound; base=53282
53284	3x knowledge bombs package	
53285	3x knowledge bombs package	noted; base=53284
53286	3x knowledge bombs package	bound; base=53284
53287	9x knowledge bombs package	
53288	9x knowledge bombs package	noted; base=53287
53289	9x knowledge bombs package	bound; base=53287
53290	1x knowledge bombs package	
53291	1x knowledge bombs package	noted; base=53290
53292	1x knowledge bombs package	bound; base=53290
53293	3x knowledge bombs package	
53294	3x knowledge bombs package	noted; base=53293
53295	3x knowledge bombs package	bound; base=53293
53296	A collection of stories	
53297	Banner of Pride	
53298	Vicendithas's journal	
53299	List of names	
53300	Zanik's journal	
53301	Greg's journal	
53302	A well-loved letter	
53303	Pride gators	
53304	No resource	
53305	Sliver of pain	
53306	Sliver of power	
53307	Sliver of strength	
53308	Mysterious note	
53309	Bloodstained note	
53310	Elegant note	
53311	Crumpled note	
53312	Burnt note	
53313	Plague doctor rest override token	
53314	Plague doctor teleport override token	
53315	Oar token	
53316	Oar token	bound; base=53315
53317	Flower hairpin token	
53318	Flower hairpin token	bound; base=53317
53319	Iaia Beachwear outfit token	
53320	Iaia Beachwear outfit token	bound; base=53319
53321	Wen surfboard	
53322	Ful surfboard	
53323	Bik surfboard	
53324	Iaia Oar	
53325	Flower hairpin	
53326	Iaia beachwear top	
53327	Iaia beachwear legs	
53328	Iaia Beachwear feet	
53329	Summer piñata	
53330	Summer piñata loot bag	
53331	Lucky charm (Zamorakian Undercity)	
53332	Top of the Last Guardian's bow	
53333	Top of the Last Guardian's bow	noted; base=53332
53334	Divine bowstring	
53335	Divine bowstring	noted; base=53334
53336	Bottom of the Last Guardian's bow	
53337	Bottom of the Last Guardian's bow	noted; base=53336
53338	Bow of the Last Guardian	
53339	Bow of the Last Guardian	noted; base=53338
53340	Bow of the Last Guardian	
53341	Bow of the Last Guardian (broken)	
53342	Bow of the last guardian (blood)	
53343	Bow of the last guardian (blood)	
53344	Bow of the last guardian (blood)(broken)	
53345	Bow of the Last Guardian (Barrows)	
53346	Bow of the Last Guardian (Barrows)	
53347	Bow of the Last Guardian (Barrows)(broken)	
53348	Bow of the last guardian (shadow)	
53349	Bow of the last guardian (shadow)	
53350	Bow of the last guardian (shadow)(broken)	
53351	Bow of the Last Guardian (Third Age)	
53352	Bow of the Last Guardian (Third Age)	
53353	Bow of the Last Guardian (Third Age)(broken)	
53354	Bow of the last guardian (ice)	
53355	Bow of the last guardian (ice)	
53356	Bow of the last guardian (ice)(broken)	
53357	Enchantment of dispelling	
53358	Enchantment of dispelling	noted; base=53357
53359	Enchantment of savagery	
53360	Enchantment of savagery	noted; base=53359
53361	Enchantment of affliction	
53362	Enchantment of affliction	noted; base=53361
53363	Enchantment of flames	
53364	Enchantment of flames	noted; base=53363
53365	Enchantment of agony	
53366	Enchantment of agony	noted; base=53365
53367	Enchantment of dread	
53368	Enchantment of dread	noted; base=53367
53369	Enchantment of metaphysics	
53370	Enchantment of metaphysics	noted; base=53369
53371	Enchantment of shadows	
53372	Enchantment of shadows	noted; base=53371
53373	Enchantment of heroism	
53374	Enchantment of heroism	noted; base=53373
53375	Vestments of havoc hood	
53376	Vestments of havoc hood	noted; base=53375
53377	Vestments of havoc hood	lent; base=53375
53378	Vestments of havoc robe top	
53379	Vestments of havoc robe top	noted; base=53378
53380	Vestments of havoc robe top	lent; base=53378
53381	Vestments of havoc robe bottom	
53382	Vestments of havoc robe bottom	noted; base=53381
53383	Vestments of havoc robe bottom	lent; base=53381
53384	Vestments of havoc boots	
53385	Vestments of havoc boots	noted; base=53384
53386	Vestments of havoc boots	lent; base=53384
53387	Archaeology Journal - H.F.A	
53388	Codex of lost knowledge	
53389	Codex of lost knowledge	noted; base=53388
53390	Infernus pyroclasts	
53391	Infernus pyroclasts	noted; base=53390
53392	Chaos relic (rare)	
53393	Chaos relic (rare)	noted; base=53392
53394	Chaos relic (uncommon)	
53395	Chaos relic (uncommon)	noted; base=53394
53396	Chaos relic (common)	
53397	Chaos relic (common)	noted; base=53396
53398	Zamorakian sigil	
53399	Zamorakian sigil	noted; base=53398
53400	Crystal chaos	
53401	Crystal chaos	noted; base=53400
53402	Living remnants	
53403	Living remnants	noted; base=53402
53404	Zamorakian title scroll (acolyte)	
53405	Zamorakian title scroll (acolyte)	noted; base=53404
53406	Zamorakian title scroll (hierophant)	
53407	Zamorakian title scroll (hierophant)	noted; base=53406
53408	Zamorakian title scroll (high priestess/high priest)	
53409	Zamorakian title scroll (high priestess/high priest)	noted; base=53408
53410	Zamorakian title scroll (the witch)	
53411	Zamorakian title scroll (the witch)	noted; base=53410
53412	Chaos Witch hat	
53413	Chaos Witch robe top	
53414	Chaos Witch robe bottom	
53415	Chaos Witch gloves	
53416	Chaos Witch shoes	
53417	Chaos Witch Adept hat	
53418	Chaos Witch Adept robe top	
53419	Chaos Witch Master hat	
53420	Chaos Witch Master robe top	
53421	Chaos Witch Master gloves	
53422	Augmented Bow of the Last Guardian	
53423	Augmented Bow of the Last Guardian (uncharged)	
53424	Augmented Bow of the Last Guardian (Barrows)	
53425	Augmented Bow of the Last Guardian (Barrows)(uncharged)	
53426	Augmented Bow of the Last Guardian (shadow)	
53427	Augmented Bow of the Last Guardian (shadow)(uncharged)	
53428	Augmented Bow of the Last Guardian (Third Age)	
53429	Augmented Bow of the Last Guardian (Third Age)(uncharged)	
53430	Augmented Bow of the Last Guardian (ice)	
53431	Augmented Bow of the Last Guardian (ice)(uncharged)	
53432	Augmented Bow of the Last Guardian (blood)	
53433	Augmented Bow of the Last Guardian (blood)(uncharged)	
53434	Augmented vestments of havoc robe top	
53435	Augmented vestments of havoc robe top (uncharged)	
53436	Augmented vestments of havoc robe bottom	
53437	Augmented vestments of havoc robe bottom (uncharged)	
53438	Findings from the Undercity	
53439	Burnt page	
53440	Recipe	
53441	The Infernal Sauce	
53442	Chaos die reroll token	
53443	Infernal Puzzle Box	
53444	Chaos Roar ability codex	
53445	Chaos Roar ability codex	noted; base=53444
53446	Greater Death's Swiftness ability codex	
53447	Greater Death's Swiftness ability codex	noted; base=53446
53448	Greater Sunshine ability codex	
53449	Greater Sunshine ability codex	noted; base=53448
53450	Greater Death's Swiftness ability codex (untradeable)	
53451	Greater Sunshine ability codex (untradeable)	
53452	Zammo the rak	
53453	Zammo the rak	
53454	Jewels of Zamorak	
53455	Protean processor	
53456	Dummy processor	
53457	Protean logs (Firemaking)	
53458	Protean logs (Fletching)	
53459	Protean logs (Fletching & Firemaking)	
53460	Superior knowledge bomb	
53461	Box of superior knowledge bombs	
53462	Box of deathtouched darts	
53463	Box of protean processors	
53464	Box of dummy processors	
53465	Prime Gaming package	
53466	Prime Gaming package	noted; base=53465
53467	Prime Gaming package	bound; base=53465
53468	Prime Gaming package	
53469	Prime Gaming package	noted; base=53468
53470	Prime Gaming package	bound; base=53468
53471	Random white rarity reward	
53472	Random yellow rarity reward	
53473	Random purple rarity reward	
53474	Azure Dragonbreath cosmetic ability scroll	
53475	Azure Dragonbreath cosmetic ability scroll	noted; base=53474
53476	Champion's hurricane cosmetic ability scroll	
53477	Champion's hurricane cosmetic ability scroll	noted; base=53476
53478	1x deathtouched darts package	
53479	1x deathtouched darts package	noted; base=53478
53480	1x deathtouched darts package	bound; base=53478
53481	3x deathtouched darts package	
53482	3x deathtouched darts package	noted; base=53481
53483	3x deathtouched darts package	bound; base=53481
53484	1x deathtouched darts package	
53485	1x deathtouched darts package	noted; base=53484
53486	1x deathtouched darts package	bound; base=53484
53487	3x deathtouched darts package	
53488	3x deathtouched darts package	noted; base=53487
53489	3x deathtouched darts package	bound; base=53487
53490	Assassin cosmetic	
53491	Trail-be-gone	
53492	Trail-be-gone (max strength)	
53493	Trail-be-gone (max strength)	noted; base=53492
53494	Volcanic protection	
53495	Divination XP lamp	
53496	Archaeology XP lamp	
53497	"order of dis blade"	
53498	"order of dis off-hand blade"	
53499	"order of dis may(ce)"	
53500	"order of dis off-hand may(ce)"	
53501	Note from Mandrith	
53502	Wilderness slayer chest	
53503	Tiny bladed necronium salvage	
53504	Tiny bladed necronium salvage	noted; base=53503
53505	Huge spiky necronium salvage	
53506	Huge spiky necronium salvage	noted; base=53505
53507	Large blunt necronium salvage	
53508	Large blunt necronium salvage	noted; base=53507
53509	Small plated necronium salvage	
53510	Small plated necronium salvage	noted; base=53509
53511	Medium plated necronium salvage	
53512	Medium plated necronium salvage	noted; base=53511
53513	Balloon fragments	
53514	White balloon	
53515	Blue balloon	
53516	Purple balloon	
53517	Gold balloon	
53518	300m glasses	
53519	Platinum Torva Full Helm	
53520	Platinum Torva Platebody	
53521	Platinum Torva Platelegs	
53522	Platinum Torva Gloves	
53523	Platinum Torva Boots	
53524	Platinum Torva Armour token	
53525	Platinum Virtus Mask	
53526	Platinum Virtus Robe Top	
53527	Platinum Virtus Robe Legs	
53528	Platinum Virtus Gloves	
53529	Platinum Virtus Boots	
53530	Platinum Virtus Armour token	
53531	Platinum Pernix Cowl	
53532	Platinum Pernix Body	
53533	Platinum Pernix Chaps	
53534	Platinum Pernix Gloves	
53535	Platinum Pernix Boots	
53536	Platinum Pernix Armour token	
53537	King Black Dragon T-shirt	
53538	King Black Dragon T-shirt token	
53539	Gnome Child T-shirt	
53540	Gnome Child T-shirt token	
53541	Wise Old Man T-shirt	
53542	Wise Old Man T-shirt token	
53543	'One of the Many' title scroll	
53544	'One of the Many' title scroll	noted; base=53543
53545	'Party' title scroll	
53546	'Party' title scroll	noted; base=53545
53547	Twitch prime august 2022 package	
53548	Twitch prime august 2022 package	noted; base=53547
53549	Twitch prime august 2022 package	bound; base=53547
53550	Twitch prime august 2022 package	
53551	Twitch prime august 2022 package	noted; base=53550
53552	Twitch prime august 2022 package	bound; base=53550
53553	Umbral traveller's robe top	
53554	Umbral traveller's robe top	noted; base=53553
53555	Umbral Traveller's Robe Bottoms	
53556	Umbral Traveller's Robe Bottoms	noted; base=53555
53557	Umbral traveller's boots	
53558	Umbral traveller's boots	noted; base=53557
53559	Bohr pet token	
53560	Wilderness shoulder cape	
53561	Wilderness shoulder cape	noted; base=53560
53562	Ultramarine shoulder cape	
53563	Ultramarine shoulder cape	noted; base=53562
53564	Gilded shoulder cape	
53565	Gilded shoulder cape	noted; base=53564
53566	Inferno shoulder cape	
53567	Inferno shoulder cape	noted; base=53566
53568	Stargazer shoulder cape	
53569	Stargazer shoulder cape	noted; base=53568
53570	Ring of gravestones	
53571	Poison spider (red)	
53572	Poison spider (red)	
53573	Poison spider (green)	
53574	Poison spider (green)	
53575	Dark beast	
53576	Dark beast	
53577	Vagabond Knight's Helmet	
53578	Vagabond Knight's Top	
53579	Vagabond Knight's Legs	
53580	Vagabond Knight's Boots	
53581	Vagabond Knight's Gauntlets	
53582	Ancient Necronium Helmet	
53583	Ancient Necronium Body	
53584	Ancient Necronium Legs	
53585	Ancient Necronium Boots	
53586	Ancient Necronium Gauntlets	
53587	Vagabond knight's throwing axe	
53588	Vagabond knight's off-hand throwing axe	
53589	Vagabond Knight's Longsword	
53590	Vagabond Knight's Off-Hand Longsword	
53591	Vagabond Knight's Crossbow	
53592	Vagabond Knight's Staff	
53593	Vagabond Knight's Book	
53594	Vagabond Knight's Longbow	
53595	Ancient necronium dagger	
53596	Ancient necronium off-hand dagger	
53597	Ancient Necronium Mace	
53598	Ancient Necronium Off-Hand Mace	
53599	Ancient Necronium Scythe	
53600	Ancient Necronium Greatsword	
53601	Ancient Necronium Spear	
53602	Ancient Necronium Shortbow	
53603	Yak sack	
53604	Protean plank	
53605	Protean bar	
53606	Protean cog	
53607	Oddments	
53608	Protean trap	
53609	Protean hide	
53610	Protean logs	
53611	Protean memory	
53612	'Emerald' title scroll	
53613	'Emerald' title scroll	noted; base=53612
53614	'Ruby' title scroll	
53615	'Ruby' title scroll	noted; base=53614
53616	Ruby Gauntlet	
53617	Ruby Off-Hand Gauntlet	
53618	Emerald Gauntlet	
53619	Emerald Off-Hand Gauntlet	
53620	Diamond Gauntlet	
53621	Diamond Off-Hand Gauntlet	
53622	Gauntlet of Riches	
53623	Gauntlet of Riches Off-Hand	
53624	Emerald Gauntlets Token	
53625	Ruby Gauntlets Token	
53626	Diamond Gauntlets Token	
53627	Prime Gaming September package	
53628	Prime Gaming September package	bound; base=53627
53629	Prime Gaming September package	
53630	Prime Gaming September package	bound; base=53629
53631	Replica Dragon Scimitar	
53632	Replica Dragon Off-hand Scimitar	
53633	Dragonwing Scimitar	
53634	Dragonwing Off-hand Scimitar	
53635	Dragon Scimitar Bundle	
53636	Dragon Scimitar Bundle	bound; base=53635
53637	Challenger halo	
53638	Challenger halo	noted; base=53637
53639	Halo of returning	
53640	Halo of returning	
53641	Halo of returning	noted; base=53640
53642	Dojo Mojo Halo appearance token	
53643	Baby Yaga's House Halo appearance token	
53644	Ramsay Halo appearance token	
53645	Gemi Halo appearance token	
53646	Willow Halo appearance token	
53647	Gordie Halo appearance token	
53648	Brains Halo appearance token	
53649	Bernie Halo appearance token	
53650	Bubbles Halo appearance token	
53651	Flo Halo appearance token	
53652	Herbert Halo appearance token	
53653	Ace Halo appearance token	
53654	Malcolm Halo appearance token	
53655	Rocky Halo appearance token	
53656	Rue Halo appearance token	
53657	Crabbe Halo appearance token	
53658	Smithy Halo appearance token	
53659	Ralph Halo appearance token	
53660	Woody Halo appearance token	
53661	Sifu Halo appearance token	
53662	Kangali Halo appearance token	
53663	Wallace Halo appearance token	
53664	Morty Halo appearance token	
53665	Sparky Halo appearance token	
53666	Ghostly Halo appearance token	
53667	Newton Halo appearance token	
53668	Shamini Halo appearance token	
53669	Archie Halo appearance token	
53670	Inverted Quest Cape token	
53671	Inverted Agility skillcape token	
53672	Inverted Construction skillcape token	
53673	Inverted Cooking skillcape token	
53674	Inverted Crafting skillcape token	
53675	Inverted Divination skillcape token	
53676	Inverted Dungeoneering skillcape token	
53677	Inverted Farming skillcape token	
53678	Inverted Firemaking skillcape token	
53679	Inverted Fishing skillcape token	
53680	Inverted Fletching skillcape token	
53681	Inverted Herblore skillcape token	
53682	Inverted Hunter skillcape token	
53683	Inverted Invention skillcape token	
53684	Inverted Mining skillcape token	
53685	Inverted Runecrafting skillcape token	
53686	Inverted Slayer skillcape token	
53687	Inverted Smithing skillcape token	
53688	Inverted Thieving skillcape token	
53689	Inverted Woodcutting skillcape token	
53690	Inverted Attack skillcape token	
53691	Inverted Strength skillcape token	
53692	Inverted Defence skillcape token	
53693	Inverted Constitution skillcape token	
53694	Inverted Ranged skillcape token	
53695	Inverted Prayer skillcape token	
53696	Inverted Magic skillcape token	
53697	Inverted Summoning skillcape token	
53698	Inverted Archaeology skillcape token	
53699	Inverted Agility master skillcape token	
53700	Inverted Construction master skillcape token	
53701	Inverted Cooking master skillcape token	
53702	Inverted Crafting master skillcape token	
53703	Inverted Divination master skillcape token	
53704	Inverted Dungeoneering master skillcape token	
53705	Inverted Farming master skillcape token	
53706	Inverted Firemaking master skillcape token	
53707	Inverted Fishing master skillcape token	
53708	Inverted Fletching master skillcape token	
53709	Inverted Herblore master skillcape token	
53710	Inverted Hunter master skillcape token	
53711	Inverted Invention master skillcape token	
53712	Inverted Mining master skillcape token	
53713	Inverted Runecrafting master skillcape token	
53714	Inverted Slayer master skillcape token	
53715	Inverted Smithing master skillcape token	
53716	Inverted Thieving master skillcape token	
53717	Inverted Woodcutting master skillcape token	
53718	Inverted Attack master skillcape token	
53719	Inverted Strength master skillcape token	
53720	Inverted Defence master skillcape token	
53721	Inverted Constitution master skillcape token	
53722	Inverted Ranged master skillcape token	
53723	Inverted Prayer master skillcape token	
53724	Inverted Magic master skillcape token	
53725	Inverted Summoning master skillcape token	
53726	Inverted Archaeology master skillcape token	
53727	Luma	
53728	Luma	
53729	Challenger torso 1	
53730	Challenger torso 2	
53731	Challenger torso 3	
53732	Challenger torso 4	
53733	Challenger boots 1	
53734	Challenger boots 2	
53735	Challenger boots 3	
53736	Challenger boots 4	
53737	Challenger gloves 1	
53738	Challenger gloves 2	
53739	Challenger gloves 3	
53740	Challenger gloves 4	
53741	Challenger helm 1	
53742	Challenger helm 2	
53743	Challenger helm 3	
53744	Challenger helm 4	
53745	Challenger legs 1	
53746	Challenger legs 2	
53747	Challenger legs 3	
53748	Challenger legs 4	
53749	Challenger cornucopia	
53750	Challenger ring 1	
53751	Challenger ring 2	
53752	Challenger ring 3	
53753	Challenger ring 4	
53754	Box of banking	
53755	Challenger porter	
53756	Challenger staff 1	
53757	Challenger staff 2	
53758	Challenger staff 3	
53759	Challenger staff 4	
53760	Challenger lance 1	
53761	Challenger lance 2	
53762	Challenger lance 3	
53763	Challenger lance 4	
53764	Challenger javelin 1	
53765	Challenger javelin 2	
53766	Challenger javelin 3	
53767	Challenger javelin 4	
53768	Inverted Attack master cape	
53769	Inverted Strength master cape	
53770	Inverted Defence master cape	
53771	Inverted Ranged master cape	
53772	Inverted Prayer master cape	
53773	Inverted Magic master cape	
53774	Inverted Runecrafting master cape	
53775	Inverted Construction master cape	
53776	Inverted Constitution master cape	
53777	Inverted Agility master cape	
53778	Inverted Herblore master cape	
53779	Inverted Thieving master cape	
53780	Inverted Crafting master cape	
53781	Inverted Fletching master cape	
53782	Inverted Slayer master cape	
53783	Inverted Hunter master cape	
53784	Inverted Divination master cape	
53785	Inverted Mining master cape	
53786	Inverted Smithing master cape	
53787	Inverted Fishing master cape	
53788	Inverted Cooking master cape	
53789	Inverted Firemaking master cape	
53790	Inverted Woodcutting master cape	
53791	Inverted Farming master cape	
53792	Inverted Dungeoneering master cape	
53793	Inverted Summoning master cape	
53794	Inverted Invention master cape	
53795	Inverted Archaeology master cape	
53796	Inverted hooded Attack cape	
53797	Inverted hooded Strength cape	
53798	Inverted hooded Defence cape	
53799	Inverted hooded Ranged cape	
53800	Inverted hooded Prayer cape	
53801	Inverted hooded Magic cape	
53802	Inverted hooded Runecrafting cape	
53803	Inverted hooded Hunter cape	
53804	Inverted hooded Constitution cape	
53805	Inverted hooded Agility cape	
53806	Inverted hooded Herblore cape	
53807	Inverted hooded Thieving cape	
53808	Inverted hooded Crafting cape	
53809	Inverted hooded Fletching cape	
53810	Inverted hooded Slayer cape	
53811	Inverted hooded Construction cape	
53812	Inverted hooded Mining cape	
53813	Inverted hooded Smithing cape	
53814	Inverted hooded Fishing cape	
53815	Inverted hooded Cooking cape	
53816	Inverted hooded Firemaking cape	
53817	Inverted hooded Woodcutting cape	
53818	Inverted hooded Farming cape	
53819	Inverted hooded Divination cape	
53820	Inverted hooded Dungeoneering cape	
53821	Inverted hooded Summoning cape	
53822	Inverted hooded Invention cape	
53823	Inverted hooded Archaeology cape	
53824	Inverted hooded Quest Cape	
53825	Inverted hooded Attack cape (t)	
53826	Inverted hooded Strength cape (t)	
53827	Inverted hooded Defence cape (t)	
53828	Inverted hooded Ranged cape (t)	
53829	Inverted hooded Prayer cape (t)	
53830	Inverted hooded Magic cape (t)	
53831	Inverted hooded Runecrafting cape (t)	
53832	Inverted hooded Hunter cape (t)	
53833	Inverted hooded Constitution cape (t)	
53834	Inverted hooded Agility cape (t)	
53835	Inverted hooded Herblore cape (t)	
53836	Inverted hooded Thieving cape (t)	
53837	Inverted hooded Crafting cape (t)	
53838	Inverted hooded Fletching cape (t)	
53839	Inverted hooded Slayer cape (t)	
53840	Inverted hooded Construction cape (t)	
53841	Inverted hooded Mining cape (t)	
53842	Inverted hooded Smithing cape (t)	
53843	Inverted hooded Fishing cape (t)	
53844	Inverted hooded Cooking cape (t)	
53845	Inverted hooded Firemaking cape (t)	
53846	Inverted hooded Woodcutting cape (t)	
53847	Inverted hooded Farming cape (t)	
53848	Inverted hooded Divination cape (t)	
53849	Inverted hooded Dungeoneering cape (t)	
53850	Inverted hooded Summoning cape (t)	
53851	Inverted hooded Invention cape (t)	
53852	Inverted hooded Archaeology cape (t)	
53853	Gourdon	
53854	Elvie	
53855	Master completionist cape pack	
53856	Master completionist cape (t) pack	
53857	Master completionist cape	
53858	Master completionist hood	
53859	Master completionist cape (hooded)	
53860	Master completionist cape (t)	
53861	Master completionist hood (t)	
53862	Master completionist cape (hooded)(t)	
53863	Master max cape	
53864	Master max hood	
53865	Hooded master max cape	
53866	Master completionist cape	
53867	Master completionist hood	
53868	Master completionist cape (t)	
53869	Master completionist hood (t)	
53870	Hooded master completionist cape	
53871	Hooded master completionist cape (t)	
53872	Blurite keystone	
53873	Witch's Outfit	
53874	Witch's Hat	
53875	Witch's Top	
53876	Witch's Skirt	
53877	Witch's Gloves	
53878	Witch's Boots	
53879	Witch's Broom Staff	
53880	Taboo	
53881	Taboo	
53882	Witch's potion	
53883	Witch's broom staff token	
53884	Taboo pet token	
53885	Witch's potion token	
53886	Spell charge - Refill	
53887	Spell charge - Remix	
53888	<unnamed>	
53889	Prismatic stars	
53890	Power bundle	
53891	Power bundle	bound; base=53890
53892	Cosmetic equipment bundle	
53893	Cosmetic equipment bundle	bound; base=53892
53894	Runecoin donation	
53895	Runecoin donation	bound; base=53894
53896	Power Bundle gift box	
53897	Cosmetic Equipment Bundle gift box	
53898	One special day bundle	
53899	One special day bundle	bound; base=53898
53900	One Special Beach Day Top	
53901	One Special Beach Day Legs	
53902	One Special Beach Day Shoes	
53903	Twitch prime october 2022 package	
53904	Twitch prime october 2022 package	noted; base=53903
53905	Twitch prime october 2022 package	bound; base=53903
53906	Twitch prime october 2022 package	
53907	Twitch prime october 2022 package	noted; base=53906
53908	Twitch prime october 2022 package	bound; base=53906
53909	Umbral Necronium Helmet	
53910	Umbral Necronium Body	
53911	Umbral Necronium Legs	
53912	Umbral Necronium Boots	
53913	Umbral Necronium Gauntlets	
53914	One Special Day item box	
53915	Sack of wild rewards	
53916	Sack of very wild rewards	
53917	Obsidian palmstone	
53918	Obelisk shard	
53919	Portable obelisk	
53920	Dark onyx core	
53921	Dark Facet of Grace	
53922	Dark Facet of Grace	noted; base=53921
53923	Dark Facet of Luck	
53924	Dark Facet of Luck	noted; base=53923
53925	Dark Facet of Passage	
53926	Dark Facet of Passage	noted; base=53925
53927	Wilderness rose	
53928	Wilderness iris	
53929	Butterfly	
53930	Strange ore	
53931	Displaced energy	
53932	Unstable energy	
53933	Ectoplasm	
53934	Evil tree kindling	
53935	Bones	
53936	Ground bones	
53937	Combat XP lamp	
53938	Chaotic Swiftness cosmetic ability scroll	
53939	Chaotic Swiftness cosmetic ability scroll	noted; base=53938
53940	Molten Barricade cosmetic ability scroll	
53941	Molten Barricade cosmetic ability scroll	noted; base=53940
53942	Shock Barricade cosmetic ability scroll	
53943	Shock Barricade cosmetic ability scroll	noted; base=53942
53944	Free anniversary package	
53945	Free anniversary package	bound; base=53944
53946	Forgemaster wyrm package	
53947	Forgemaster wyrm package	bound; base=53946
53948	Forgemaster outfit package	
53949	Forgemaster outfit package	bound; base=53948
53950	Free anniversary package	
53951	Free anniversary package	bound; base=53950
53952	Forgemaster wyrm package	
53953	Forgemaster wyrm package	bound; base=53952
53954	Forgemaster outfit package	
53955	Forgemaster outfit package	bound; base=53954
53956	Anniversary Celebration Pack item box	
53957	Forgemaster Outfit Bundle item box	
53958	Trahaearn Forgemaster Goggles	
53959	Trahaearn Forgemaster Top	
53960	Trahaearn Forgemaster Trousers	
53961	Trahaearn Forgemaster Gloves	
53962	Trahaearn Forgemaster Boots	
53963	Forgemaster wyrm	
53964	Forgemaster wyrm	
53966	Gilded box	
53967	Stylish spectacles	
53968	Trendy Tome	
53969	Renegade Helmet	
53970	Renegade Chestpiece	
53971	Renegade Greaves	
53972	Renegade Gauntlets	
53973	Renegade Boots	
53974	Renegade armour	
53975	Vampyric Circlet	
53976	Vampyric Tunic	
53977	Vampyric Chausses	
53978	Vampyric Gloves	
53979	Vampyric Boots	
53980	Death's Death Mask	
53981	Death's death mask	
